uuid,patent_id,text
v9m5f3c05p0bqzoi5z5y48vdh,4491906,"FIG. 1, composed of (A), (B) and (C) is a diagram useful in describing the creation of a curved surface according to the present invention;"
3ss8p1m2xl1qbxplppkwm9gnx,4491799,"FIG. 1, is a schematic diagram showing the pulse waveforms of an ionizing radiation spectroscopy amplifier;"
u5hldxdvdcqs9id7lxbz8krcm,4491755,"FIG. 1, shows in axial section along I--I of FIG. 3, the assembly of an electric retarder constructed in accordance with the invention and of parts for mounting it on the rear axle of a vehicle;"
yvc0mrnvsdyqn0uiu7nccd3k2,4491958,FIG. 1. is a block diagram of one embodiment of the speech synthesizer according to the invention;
isigx6w1j0bmjl1hr0jyevczs,4491432,FIG. 1.1 schematically illustrates a suitable ribbon for the practice of this invention in which the exothermic material is present in the ink layer.
1cg7hh2qsymno2e9i7mbqdzmu,4491432,FIG. 1.2 is a schematic illustration of a ribbon in which the exothermic material is present in another layer of the ribbon.
96e81vegdpjd6ojtfzjjpisvt,4491930,"FIG. 10 comprising FIGS. 10A-10B illustrates a sampled filter arrangement in accordance with the system of the present invention wherein FIGS. 10A-10D set forth signal flow diagrams for a filter implementation, FIG. 10E sets forth a filter system block diagram, and FIG. 10F sets forth a hybrid filter arrangement in accordance with the block diagram of FIG. 10E."
g7txl6ga2tk4cq7hd6kil296p,4491158,FIG. 10 illustrates a fragmentary view of a pair of clamping jaws of stepped construction in accordance with the invention;
c2z03m2mpkd8v7y1kn5t45ygh,4491842,FIG. 10 illustrates a graph of potential difference versus distance along the frozen wave generator cable of FIG. 4 at Time=d+/v;
16pg69xkvf4bhnri2sin9oa2q,4491913,FIG. 10 illustrates address counter 502 of FIG. 7.
kd9t7vhkvovkhqlxqeqij0u3j,RE31786,FIG. 10 illustrates another example of the drive system;
5x612ozzgrii0y14b7uw1h9rp,4491964,FIG. 10 illustrates the spot filter image matrix shown in FIG. 2;
mnsabss7fjoenqpdg2yj0zutr,4491258,"FIG. 10 is a back, elevational, fragmentary view of the reinforcing strip area of two interconnected panniers embodying the present invention."
s2dr4kvf7d25ikk48vknwznds,4491778,FIG. 10 is a block diagram illustrating another embodiment of the invention.
b5gtmulrloy93egrgp7ww7dt9,4491962,FIG. 10 is a block diagram showing a concrete circuit configuration of the threshold circuit 44 shown in FIG. 9;
9hjlejfd8f5ag6sh63s0uncmw,4491874,FIG. 10 is a block diagram showing a system which stores the control programs in a floppy disk in place of the ROM and which uses a magnetic disk device in place of the magnetic tape device.
dgao6ep8mj4cnlgq8ulywntho,D277024,FIG. 10 is a bottom plan view of FIG. 6.
2b8fjpvza3w2fz8s9pmlu2xi7,D276967,FIG. 10 is a bottom plan view of FIG. 7;
odawsf6w3xxla5zrt0gkf448j,D277001,FIG. 10 is a bottom plan view of the second embodiment and is also an alternate bottom design for the first embodiment.
g2ji2ionvx60her35u3s4m1pg,D276965,FIG. 10 is a bottom plan view thereof;
so8yf6rrff6t2830iv4wopiwo,D276975,FIG. 10 is a bottom plan view thereof;
6fag43ztx60w7pw6jkgkxt1ri,D276966,"FIG. 10 is a bottom plan view thereof; and,"
1v78utb3jfsrhjrn4ddde9dyc,4491883,FIG. 10 is a bottom view of the driving gear;
m6hlih4abyd0t9dvqfiixzplr,4491189,FIG. 10 is a circuit diagram of a selected pattern register in the electronic computing circuit of FIG. 2;
zrqrw24swye3q0ssoafbpnxjm,4491808,FIG. 10 is a circuit diagram showing an example of a variable attenuation setting circuit;
2rn2yxfofiualg6rp4uabwue4,4491712,FIG. 10 is a circuit diagram showing another example of the control circuit for the two-phase oscillator;
dt1vqxysnf6cwudlqs1dvqko2,4491106,"FIG. 10 is a cross sectional view of one embodiment of the present invention wherein the throttle blade is shaped for control of separated fuel, and a heat passageway is provided."
qhehtz3att71ec05xy8dmn8sd,4491270,FIG. 10 is a cross-sectional side view taken along the line 10--10 of FIG. 9.
c8o00q4le8n2wlc10gax8yvsn,4491117,FIG. 10 is a cross-sectional view of a drawn pipe or an extruded pipe for fuel distribution tube used in the second embodiment of the present invention;
yifik4p0fakbjpnd3w5b58zug,4490959,FIG. 10 is a cross-sectional view taken along the lines X--X of FIG. 8.
op7obna6tlw2zktiquhe9ao0y,4491003,"FIG. 10 is a cross-sectional view, partially in phantom lines, taken along the line 10--10 of FIG. 8;"
q7cwx5jmka6j3bk5e6javae1m,4491945,FIG. 10 is a detailed block diagram of switching node 500-15 of switching network 116;
nqvzom0hcqvxr7d31obgs6w1m,4491375,FIG. 10 is a detailed cross-sectional view taken at line 10--10 on FIG. 9.
dm9o4sck7n1vl6zasjjfx8hff,4491921,FIG. 10 is a detailed flow diagram of the control program shown in FIG. 3; and
xdcpv1ie9u4s2gmnxum0qy10u,4490974,FIG. 10 is a detailed side cross-sectional view of a portion of a rippled bellows with baffles;
7t92yye71v9l9eft7ktu8qov0,4491886,"FIG. 10 is a developed view similar to that of FIG. 9, but showing the feed side loading unit upon the completion of a tape unloading operation;"
whtxtqgj5414dqt2xikx306ov,4491696,"FIG. 10 is a diagrammatic cross-section on the line X--X of FIG. 1, the cup assembled to the bottom housing, in an off hook position;"
uwqfqklj45jin2ne10i981pma,4491946,FIG. 10 is a diagrammatic representation of typical messages which would be sent in a token pass access message sequence;
iu9mmb1dnb06qb2stxizq668i,4491487,FIG. 10 is a drawing illustrating the concentration profile of the film obtained in Example 4 in the direction perpendicular to the film surface.
lxv64tikxe1bis5fbi7vq0z8k,4491768,FIG. 10 is a flow diagram of the basic control loop of a program for a microprocessor which is a component of the circuit of FIG. 4.
b6mihyh0wmy0ziplh3a13nblk,4491918,FIG. 10 is a flowchart of the method of comparing the detected digital upright tilt angle with the target upright backward tilting angle;
vd9ja31xfn9sryn49jgmqjuxs,4491929,FIG. 10 is a flowchart showing an operation of a microcomputer or central processing unit included in the block diagram of FIG. 6.
xvrn5az3ho7rvebs23azabjy3,4491127,FIG. 10 is a fragmental perspective view of one of elastic plate spring parts in another embodiment of the massaging element according to the present invention.
q16m0f7tdczrj0pwyucerwo0r,4491334,"FIG. 10 is a fragmentary cross sectional view taken substantially along line 10--10 of FIG. 6 and showing, in dotted lines, the caster mounting construction in a retracted position relative to the remainder of the frame and also showing, in solid lines, the casters in a position wherein they support the frame for rolling movement;"
9faz8jf5s7k43gkbx27csynof,4491231,FIG. 10 is a fragmentary end elevational view of a hinge of the subject collapsible case;
yvtdasf8lx2k5jsskfglzdzxx,4491229,"FIG. 10 is a fragmentary isometric of an end portion of one of the side beams of the jib, the beam being shown disconnected from its associated mechanism for clarity."
y1rx0ixr0590qq4fm2e633aoh,4491488,FIG. 10 is a fragmentary plan view of a bar-and-chain type conveyor;
xji339koq8dr02ef6sylt8nwd,4490992,FIG. 10 is a fragmentary plan view showing certain details of the embodiment of FIG. 9; and
5561ja72d44fq0e8rdp5wqzdk,4491253,FIG. 10 is a fragmentary section taken generally along line 10--10 of FIG. 9.
8kehmvy7kkuvc6pfz6vwll5rz,4490960,"FIG. 10 is a fragmentary, top plan view taken along lines 10--10 of FIG. 8 at the first rotary arm assembly;"
ocfuyolgpq6d3g3vuyal7nxuh,4491447,"FIG. 10 is a front elevation of a mounted fastener assembly, with the strut in tension and the legs in compression and with the legs and lower sleeve applying compression to the threaded element to assist in maintaining the load applied to the fastener assembly;"
bmpdsdps7hm3isfzphr889ht4,D277035,FIG. 10 is a front elevational view of a cosmetic nail enamel guide applicator showing yet another modified form of my new design;
44vbuhwp32gvbl3ciw9ra0gy8,4491281,FIG. 10 is a front elevational view of a winding apparatus according to the present invention;
viufwecoq6f2ozdvgyhdxpvml,4490949,FIG. 10 is a front elevational view of the left end cap shown in FIG. 9.
i31tcm7a2o67a7x5hcrua5m1w,D276953,"FIG. 10 is a front perspective view of a camera bag, showing another embodiment of my new design;"
3mvvpdgzmykr5k28ezd8hh8ln,D276962,FIG. 10 is a front perspective view of a fourth embodiment of the jewelry display stand or the like shown in FIG. 1;
bt227mkyuy7ps19ddypvp3bwc,4491305,FIG. 10 is a front view of the dolly illustrated in FIG. 6 with the handle removed.
39wtyj91j8mo4min86il0hxpe,4491295,"FIG. 10 is a horizontal sectional view of the powered drill head shown in FIG. 9, as seen on the line 10--10 thereof."
1neo9k98d2tvka88y6vc61qmb,4491057,FIG. 10 is a kinematic representation in a single plane illustrating the geometry associated with the engine shown in FIG. 1; and
3pluzpaih0wwchwqa1zlqe29t,4491889,"FIG. 10 is a left side view of an erroneous erasure preventing mechanism,"
dzin3ybg8d9lsx5htex4k5drh,4491401,FIG. 10 is a longitudinal sectional view showing a leaf spring part of the diaphragm device shown in FIG. 7.
1082qip9jxbassf21wpllttlz,4491076,FIG. 10 is a longitudinal vertical sectional view taken substantially on the line 10--10 of FIG. 1.
9l8iwrpl0ocaq7uilvstj374j,4491210,FIG. 10 is a partial sectional view of the embodiment of FIG. 9 in the neutral position.
0edu7ygboipcsu3ba614b4u0d,4491285,FIG. 10 is a partial side elevation view of the embodiment of the invention shown in FIG. 9.
fjssntfw6iehb7bnugm4ckdwj,4490970,FIG. 10 is a perspective view of a conveyor subassembly illustrating an integral flight upon a rod and a link;
jyefmbmd08bjhd1s8wge67bs5,4491289,"FIG. 10 is a perspective view of a solar generator sheaving point of the general type of FIG. 1, but incorporating a locking device according to the invention."
rbhcp6ct3u7u8s9qd3qm8cu54,4491813,FIG. 10 is a perspective view of a third embodiment of a carrier into which the armature and two contact blades are mounted.
yffdx7aqhgh8yfl3a4nvdbi9l,4490862,FIG. 10 is a perspective view of another preferred exemplary embodiment of the article. The preferred embodiment of the article illustrated in this figure applies to all the other preferred embodiments of spikes or bristles or open web of crinkled filaments or rough indented openings.
rgibd7wot5282oi04dl3wtw0p,4491287,FIG. 10 is a perspective view of the cassette tape player which is partly broken away for showing a battery container;
sstv1nwv8a59xktcppuxiwte5,4491695,FIG. 10 is a perspective view of the dial assembly mounted on the base.
dpt14gn5rvb6q2jjvcgccr3un,4490904,FIG. 10 is a perspective view of the installation machine.
mue892h1qpkjuay9i9mhzca6a,4490963,"FIG. 10 is a perspective view, partially broken away and in section, of the heating platen and pressure plate at the sealing station;"
ng07qx70m72oxgrxkfy5igvnj,4491858,FIG. 10 is a plan view of still another embodiment of the dynamic storage device.
vk9m9i8tnp6snkgjfiapsyclt,4491365,FIG. 10 is a plan view of the operation lever means with the latching mechanism of FIG. 9;
7w4nvie6b53ww1i3h9c87u5fh,4490903,FIG. 10 is a plan view showing a subsequent production stage;
3tq8k0rlnh3ul69t2mwttf7oi,4491325,FIG. 10 is a rear view of the bushing shown in FIG. 8; and
6p6g8kydf0vih9ybmsquxdwi7,4491787,FIG. 10 is a schematic circuit diagram for processing output signals supplied by detecting probes in a flatness measuring device constructed in accordance with the present invention.
opdvn7gg4iz2jrowrwc2lej6n,4491241,FIG. 10 is a schematic circuit diagram of another modified form of a sensor circuit for use with the circuit of FIGS. 1A and 1B;
5nh97daqq9l8yich5cxy5n83s,4491938,FIG. 10 is a schematic diagram of the chapter register and page register.
tbrchyv4b4u3s8t4rbg5rf0a7,4491907,FIG. 10 is a schematic diagram of the CPU A inputs 104 and K input multiplexer 102;
xqtol8fbk3jqjybth216adztn,4491773,FIG. 10 is a schematic diagram of the error and rate amplifier circuit used in the construction of our present invention.
7dlyx3rf08fqceegy8w5t7umj,4491943,FIG. 10 is a schematic diagram showing an error correction block format of an error correction method used in the present invention;
j4ygvsysjbbd5bl2say3zugdu,4491414,"FIG. 10 is a schematic elevation sectioned view of an alternative version of the apparatus of FIG. 1 illustrating the use of external radially outward directed nozzles which may function both as a moving means for moving the fluid agitation apparatus transversely within a vessel, and as a means for increasing the agitation of fluid near the bottom of the vessel."
